tweet;Sentimento
"Vão nos deixar loucos! 🤯

Uns dizem que o IBOV vai para 50 mil pontos 🐻

Outros dizem que o IBOV vai para 180 mil pontos🐃

Afinal, qual a visão dos nossos contribuidores?

E os cavalos / micos para surfarmos 2021? 🐎🐒 

Hoje, quarta às 19 horas!

https://t.co/IZDHicQfzA https://t.co/LccOmPra9Z";1
@hugomaesta O WeChat e o Ali Pay cobrar 0,7% das empresas para fazer pagamento instantâneo poderia ser o mesmo aqui, o Banco Central cobrar 0,01 a cada 10 Pix mas não o lucro fala mais alto.;0
Mano, eu to falando sobre bolsa de valores com meu primo de 13 anos... E ele entende do assunto, tu surpreso. Os país dele são ricos, deram só 2 mil pra ele brincar de investir;2
"3)
2. Liquidez é a velocidade de resgate de um investimento. Como a Reserva de Emergência é para casos de EMERGÊNCIA, a liquidez tem que ser imediata.

Rentabilidade tem que ser a melhor possível, depois de validados os itens 1 e 2.";1
"@Halley_2011 @twtinvest @bassantos_ Eu falei ali em baixo que me equivoquei quanto ao nome

Mas se vc entendesse da hierarquia vc ia lembrar, igual os outros caras aí lembraram com certeza, do Conselho Monetário Nacional que é composto pelo ministro da economia e pelo presidente do banco central";0
Banco Central autoriza pagamento de jogos de loteria pelo Pix https://t.co/GwPuKxRSpm;1
Bolsa de Valores terá pregão em feriados de São Paulo a partir de 2022 https://t.co/4AaNl5TloY;1
@Felippe_Hermes @isantanax Verdade até a Bolsa de Valores ficou indiferente, triste https://t.co/09tGo58ABQ;0
Essa semana descobri que o site Enjoei tem capital aberto na Bolsa de Valores... fiquei surpreso kkkk;2
"PIX: Novo sistema de transferência bancária criado pelo Banco Central.

Saiba mais aqui: https://t.co/u6R12F83wD

#pix #bancocentral #investir #finançaspessoais #gilsonveit";1
#Ibovespa, #Ibov, #Bovespa, #Ibovespagram O que os brasileiros estavam procuran… https://t.co/eol08eWuQK;1
"O caso das masters de Taylor Swift não está apenas sendo discutido na indústria, como em todo o mercado de ações e finanças
A venda de suas masters fez com que as ações do Spotify aumentassem de forma disparada na bolsa de valores!

IMAGINA SER UMA ARTISTA INFLUENTE ASSIM? https://t.co/H8Cv5ls9zl";2
@MTFS111 @luskini666 @monark De qual empresa você ta falando? a tesla tem 17 anos, por mais que ela tenha prejuízo, está tendo um ótimo progresso. Exemplo melhor é olhar a bolsa de valores, todos os dias empresas perdem e ganham, faz parte, nada vira puro lucro da noite pro dia.;2
@RodrigoMaia por que o senhor não pauta o projeto de independência do BANCO CENTRAL? @Rconstantino;1
Hoje DI e IBOV tão com cara que vão passar o recado pro mercado. A ver... https://t.co/TGYbw9Gv5F;1
@061pedro @arthurmoledoval Amigo, já tivemos tempos demais pra ver o mercado financeiro, as telecomunicações e etc, e não é bem assim. Os bancos privados estão aí há 30 anos supostamente concorrendo e quem tirou o TED e o DOC da lomba do povo foi o Banco Central.;0
Banco Central autoriza pagamento de jogos de loteria pelo Pix https://t.co/GzTl1TVjxt;1
@seumaconheiro @euotrouxa Gata você não é bolsa de valores mas eu queria investir em você;2
"O Pix é o nome do novo sistema de pagamentos criado pelo Banco Central. 💰

A principal função será a possibilidade de realizar transferências e pagamentos em até dez segundos, em qualquer horário e dia do ano, incluindo os finais de semana e feriados.😱 https://t.co/2ctO3BR2rA";1
@RaphaelGRK Ele quer descobrir os incríveis segredos de rentabilidade;2
"Alguns desesperados da FL ontem: Boulos no segundo turno, mercado vai derreter!
Hoje: Ibov futuro +1,80% / UsdBrl -1,06%.

Sai da bolha, meu filho!";2
"Diretor do BC mora em Boston, mas faz ""bate e volta"" para reuniões do Copom https://t.co/swxpEq3EJ4 via @UOLEconomia @UOL";1
#ibov 110 até Dezembro;2
"@mariangellabc @romulusmaya E a pergunta de um milhão de dólares: se você não confia no governo para contar o seu voto, por que deveria confiar no ""novo sistema de pagamentos do Banco Central""?";1
#daytrade #minidolar #setupdeentrada #operandopullback Aprenda a operar na bolsa de valores e alcance sua independência financeira ! Inscreva-se em nosso canal no Youtube e nos acompanhe. Vídeos todos os dias. Curta e compartilhe !…https://t.co/BBfbV5vWBy https://t.co/pBi80tPFAX;2
Agora to vendo assalto ao banco central no foxlife;1
Ele parece até uma ação da bolsa de valores : Uma galera investindo.;2
@RaonyPhillips @GuilhermeBoulos Pra que todos virem funcionários públicos e pra acabar com a bolsa de valores que ajuda a gerar milhões de empregos vote Bolos e faça parte dessa khda você também!!🎂🎂💩💩 🤦🤦;0
PIX: 5,2 milhões de transações em 3 dias, informa Banco Central https://t.co/cQwlCxzUqs #PIX #Bacen #Economia https://t.co/vY5cHh12ou;1
"(BVM)12, uma bolsa de valores dedicada a startups iniciantes

Um grupo de empreendedores do Rio de Janeiro está criando uma bolsa de valores dentro do Complexo da Maré, que pretende revolucionar a maneira como as startups de pequeno porte se relacionam c… https://t.co/I7aW4L3dm0";2
Novidade! Jogos da loteria poderão ser pagos com o Pix, informa Banco Central https://t.co/3V6g52S9pN;1
@ElevatorLeblon Tenho todas elas... e comprei a maioria com o ibov a 70.000 pontos... 🚀;2
"@salimmattarBR @bndes quem vai querer comprar uma empresa com uma dívida de 7 bilhões ?? 
se ela for realmente vendida, tem alguma coisa errada nessa história, pois a rentabilidade dela é enorme e o governo que mais vez está sendo incompetente para gerir. 

NÃO PODEMOS DAR DE BANDEJA NOSSAS EMPRESAS";0
Recebi um convite pra participar de um projeto de gestão financeira e análises da bolsa de valores. Cada dia a desistência do curso de direito se torna mais próxima......;2
@NelsonC91485917 @HPIEKNY @mauadmah Desculpe, meu amigo, mas o Banco central do Brasil tem um corpo técnico muito sério e está entre os melhores do mundo.;2
mae me desculpe vendi o sofá e o microondas para comprar açoes na bolsa de valores;2
"Eu achando que Ibov ia cair depois das eleições americanas:  🤡🤡🤡
Agora é esperar uma nova oportunidade de compra 💁‍♀️💁‍♀️";0
"++TN: Banco Central da Turquia eleva juros em 475 p.p. após mudanças no comando:  https://t.co/iegPbz0A9D

#bancos #coronavírus #economia #internacional #juros #reuters #turquia https://t.co/jmIWCR9rcW";1
@Pedlenton2 @lauraabcarvalho Tinha que ser Ciro mesmo. PT é social liberalismo. Na última eleição Haddad defendeu autonomia do banco central, o PT cevou os banqueiros esses anos todos, chafurdou na lama do fisiologismo e ainda leva fama de esquerda por fazer o que a direita democrática faz na Europa.;0
@FlavioAlbuquer1 Patricinha zona sul quando calada Poeta é só mais uma representante da casa grande da bolsa de valores.;0
Pq as ações do Carrefour subiram na Bolsa de Valores neste dia trágico? Falo sobre isso agora no Jornal das 10 #j10 #globonews;0
@trnntllr tá doido, a pessoa precisa ser dona do banco central kkkkkkkkkk;1
então vocês aí, vem ter rentabilidade financeira com o pai caralho;2
"@pedro_sobreiro Mas vai voltar em outro tamanho
https://t.co/LFngBMN1o6";1
"@felipeneto as ações não ""dispararam "" 1% não e um valor relevante na bolsa de valores, pode-se dizer no máximo que elas lateralizaram ,e também no exterior não despencou,só caiu pouco .  A questão que talvez responda a pergunta ,e que o mercado financeiro tá pouco se fudendo pra uma vida .";0
De olho na renda variável. https://t.co/K9PhtKcAOX;1
Presidente do Cidade Canção explica por que rede optou pela bolsa de valores https://t.co/8mzoAKDZzy;1
@marcelorh @Carl0sfelipebtc @mariana_zanutto @flavmachado @RemindMe_OfThis Rentabilidade passada nao garante rentabilidade futura.;1
O Presidente do Banco Central, Roberto Campos, declarou que a instituição está trabalhando na criação de uma Moeda Digital de Banco Central, que irá substituir o Real. Segundo o presidente do BC, a CBDC será integrada ao Pix e deve substituir o dinheiro físico gradativamente. https://t.co/zaeFsR9oMo;1
"""Pix é ruim pq todas as informações passarem pelo banco central é ruim"" 

Ou seja, fiscalização é ruim..

Tá com medo?";0
Cara, alguns falam que o maior roubo da história do país foi o assalto ao banco central em fortaleza, MAS PRA MIM O MAIOR ROUBO DA HISTÓRIA FOI ESSE AQUI https://t.co/bfi02ZOqoY;0
#IBOV - #IBOV rompe a região dos 105700 pontos - TradingView - https://t.co/HwmiKof0kj;2
Rolando videozinho de homenagem aos funcionários do Banco Central na live do lançamento do Pix, totalmente Michael Scott na reunião com a diretoria feelings;0
@ivan_marsiglia Na verdade, Ivan, as ações subiram!!! https://t.co/IYnxUWxMQR;2
"Dólar caindo firme e Ibov subindo com força. Agora é esperar que ninguém de Brasília faça ou fale alguma caquinha. 

#Economia #Ibov #Dolar";2
Reunião de emergência com o banco central às 19h da sexta-feira de feriado: temos;1
"Diretor do BC mora nos EUA.

https://t.co/8TzREOM29m";1
ai amiga hoje estive conversando com um novo amigo pessoal sovre investimentos. eu amo a bolsa de valores pq tem um q de cassino com pitadas de agiotagem;2
por isso: pra que estudar economia se a resposta é renda variável? https://t.co/lKyiBEXDHj;1
@o_antagonista Teu cool velha fofoqueira. Que vivem de derrubar e erguer bolsa de valores. A onda ainda nem chegou no seu auge. O que há não é uma onda apenas bolsonarista. Os conservadores viram para ficar e vocês terão que nos engolir. A sociedade brasileira é conservadora. Comunismo não.;0
"Operação de venda fechada com lucro de 45 pontos.
 
Comprando agora mini índice a 105635
 
#miniindice #ibov #daytrade https://t.co/N5gfCvIXxF";2
"Vamos começar a semana por dentro do cenário econômico?
Eleições municipais e presidente do Banco Central no radar. Confira esses e outros pontos de destaque no resumo completo dessa segunda-feira, 16/11:
https://t.co/SECkZFwwe4
#dolar #euro #negócios #cambio";0
Usando o PIX e pensando como o Banco Central demorou anos para criar esse sistema😕;1
Ibov @ 120k inicio de 2021? 🔥👇🏼 https://t.co/4Oec2cwmWE;2
"“Nunca gostamos de investir em uma ação baseados em sua popularidade. Na verdade, boa parte de nossa rentabilidade até hoje veio de posições em companhias com ótimos fundamentos mas que, por não estarem passando por bons momentos, estavam esquecidas...""

Carta 11 - Dynamo";2
Numa situação de dominância, as ferramentas que o Banco Central tem para controlar o avanço dos preços, como a Selic, perdem potência, e seu uso pode até mesmo provocar o efeito inverso de impulsionar a inflação. https://t.co/17vTTDG0ii;0
"Nos últimos dias, um assunto do setor financeiro ganhou as páginas dos jornais e o interesse de muitas pessoas: o PIX, um sistema de pagamentos e transferências recém-criado pelo Banco Central. 

Inscreva-se: https://t.co/7n8XfOtc9w https://t.co/f6kBkHec7X";1
"Banco Central: vamos criar o Pix para não pagar impostos ou taxas sobre as transações.

Ministro da economia: https://t.co/aQgqjF6gCh";1
"Investidores buscam alternativas com maior rentabilidade diante da taxa Selic
https://t.co/NJ3AaqqP3h via #squidapp";2
"Compra da Linx é a ponta do iceberg
https://t.co/JnCeTYiT4c";1
Uma carteira de investimentos completa ela precisa ter diversos ativos e classes de ativos, para alcançar uma boa rentabilidade com menor risco possível.;2
@MrAbacateJr Mas os bancos estão sendo obrigados a usar o pix rs. É decisão do banco central;1
@_danieol O antagonista é um cara amoral tanto q nem ele sabe quem ele è basta ver o nome q se deu antagonista ele dancca conforme a bolsa de valores!!!;1
@David98934665 @JornalOGlobo Se tivesse essa facilidade toda como você diz que tem, jamais o banco central levaria o projeto adiante. Como fez com o whatsapp pay, que foi barrado por questões de segurança!;0
"🧐Mercados subindo
#Ibovespa sobe 1,26%, com vacinas demonstrando bons resultados e com o maior acordo de livre comércio do mundo assinado. Acompanhe o mercado em tempo real no Guru App. ;)
#investimentos #bolsa #mercadofinanceiro #China #ibov
https://t.co/Ajrw2WlMRs";2
"Mais de 95% do patrimônio que o Warren Buffett tem hoje veio depois dos 60 anos. Apesar da sua rentabilidade acima do normal, o maior responsável por isso foi o tempo, comece hoje e utilize isso a seu favor.

#WarrenBuffet #BerkshireHathaway #LongoPrazo";2
"Novidades aqui na Nana Design!
Passando para dizer que já estamos aceitando pagamentos pelo PIX, novo sistema de pagamento do Banco Central. Ele funciona como uma forma gratuita de fazer transferências entre pessoas e empresas. https://t.co/BYrtHzDebQ";1
@AlexSchwartsman Claro, economista pra vocês é o Paulo Guedes, né? Daqui a 4 meses quando a inflação estiver comendo seus cus vocês vão ver que estelionatário especulador de bolsa de valores é uma coisa e que economista de verdade é outra coisa.;0
Analistas dizem que cisão da Getnet pode destravar valor para Santander | Empresas | Valor Investe https://t.co/wBS8snnYQQ;2
Renda variável https://t.co/zjSA68xC05;1
@jairbolsonaro Sabe o que é CORRUPÇÃO MORAL seu babaca? Isso: https://t.co/vRsQNLxira;0
@eneascj Mano to com uma oportunidade de ganhar dinheiro, rentabilidade de 5% ao dia ta afim?;2
@igorlazaro51 @marianaspinelIi Ted, transferência eletrônica digital. Pix é o novo sistema do banco central que você faz transferência pra qualquer banco qualquer hora;1
ganhei um livro sobre mercado financeiro, um sobre ações e bolsa de valores e um clássico sobre a história da humanidade;2
"Vejo hj muita gente tratando investimento como jogo...

Vejo pessoas se comparando...

“Aah, mas esse ano eu já to no positivo e ano passado tive uma rentabilidade de 30%! e vc?”

Entenda q nos investimentos ñ há disputa, todos saem vencedores!

Fique feliz por vc e pelos outros!";2
Decisão do Copom será divulgada a partir de 18h30, diz Banco Central https://t.co/dlZrHiKn8X  #bancos #bancocentral #economia #copom;1
Mais uma ilegalidade no desgoverno Bolsonaro: diretor do Banco Central mora nos Estados Unidos https://t.co/2XjGN6C5gG;0
Segunda Onda é só pra extorquir dinheiro do Banco Central Europeu e/ou rolar dívida.;0
"@jovensreacinhas @carapanarana Super acertivos
A mais recente foi que se o Biden ganhasse o IBOV nao passava dos 100K

PASSOU E SOBROU";2
100% em renda variável, o infarto é logo ali...;0
"Se você passa o dia com medo das suas ações caírem muito, provavelmente você deveria diminuir seu percentual de renda variável.

#rendavariável #investimentos";0
"O #Pix é um meio de pagamento instantâneo criado pelo Banco Central visando agilidade, praticidade, ACESSIBILIDADE, para pessoas de todas as classes usufruírem.
16/11/20 - entrou em vigor
19/11/20 - Paulo Guedes declara que quer cobrar 0,x% por transação e tá tudo bem pra vocês? https://t.co/pWNNa5cYg3";0
